"placeId","title","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","address","permanentlyClosed","searchPageLoadedUrl"
"ChIJLcD0cUIvdTERqPElI7voFos","Ba Son Station","Bãi chờ tàu hỏa",,,,,,,,,,"Bãi chờ tàu hỏa","Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7792781,106.711197,17z?hl=vi&entry=ttu"
"ChIJhVoKJiQvdTERgTDgHl_sSUs","Khách sạn Renaissance Riverside Sài Gòn","Khách sạn","Dịch vụ lên kế hoạch cuộc họp","Địa điểm tổ chức lễ cưới",,,,,,,,"Khách sạn","15 Đ. Tôn Đức Thắng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJGepn_UYvdTEReq9GxaQbiFc","Phố đi bộ Nguyễn Huệ",,,,,,,,,,,,"Đ. Nguyễn Huệ, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJGwvWmd4pdTERQoI_Pd1IJbk","Xẻng - Mồi & Bia","Nhà hàng",,,,,,,,,,"Nhà hàng","22 Nguyễn Đình Chiểu, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJD8TMf8sodTER3WI1EG8RAsc","CellphoneS","Cửa hàng điện thoại di động","Cửa hàng phụ kiện điện thoại di động","Cửa hàng máy tính",,,,,,,,"Cửa hàng điện thoại di động","55B Đ. Trần Quang Khải, P, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.6940142,17z?hl=vi&entry=ttu"
"ChIJ_yzv1bQodTER7hN4NV_cGXE","GEM Center","Trung tâm hội nghị",,,,,,,,,,"Trung tâm hội nghị","8 Nguyễn Bỉnh Khiêm, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJi-LfC8sodTERPQBZmVRDjvo","Phuc Long Coffee & Tea Express","Quán cà phê",,,,,,,,,,"Quán cà phê","197 Đ. Đinh Tiên Hoàng, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.6940142,17z?hl=vi&entry=ttu"
"ChIJt6bNo8oodTERh7ax4U6O7cQ","The Vintage Emporium Đa kao","Quán cà phê","Nhà hàng chuyên phục vụ bữa sáng",,,,,,,,,"Quán cà phê","95 Đ. Nguyễn Văn Thủ, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJYffbXBkpdTERjQgD7Syp7Tg","Chùa Ngọc Hoàng","Chùa phật giáo",,,,,,,,,,"Chùa phật giáo","73 Đ. Mai Thị Lựu, Đa Kao, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.6940142,17z?hl=vi&entry=ttu"
"ChIJAR6qDK0pdTERzfG4nesay30","TarZan Spa For Men","Spa đá nóng",,,,,,,,,,"Spa đá nóng","12/4B Đ. Nguyễn Thị Minh Khai, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJbZMxlf4pdTERtN1oUUH5i5c","Chidori - Coffee in Bed® Dinh Tien Hoang","Quán cà phê",,,,,,,,,,"Quán cà phê","191 Đ. Đinh Tiên Hoàng, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.6940142,17z?hl=vi&entry=ttu"
"ChIJ9TaofBcvdTERycR_oAhkRUQ","CNK - Phun Xăm Thẩm Mỹ","Chuyên gia làm đẹp",,,,,,,,,,"Chuyên gia làm đẹp","16/35 Đ. Đinh Tiên Hoàng, Đa Kao, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJu_C4G8sodTERxUMaVVzg5eI","NP Brows & Lashes","Thẩm mỹ viện","Tiệm làm mi",,,,,,,,,"Thẩm mỹ viện","165 Đ. Đinh Tiên Hoàng, Đa Kao, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.6940142,17z?hl=vi&entry=ttu"
"ChIJmeMdOUsvdTERo0aUs6G2x9s","Trường Tiểu học Nguyễn Bỉnh Khiêm","Trường tiểu học",,,,,,,,,,"Trường tiểu học","2Bis Nguyễn Bỉnh Khiêm, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJFXMbbc0odTERGBcKbbTa20k","Sushi Masa Thạch Thị Thanh","Nhà hàng sushi","Nhà hàng Nhật Bản",,,,,,,,,"Nhà hàng sushi","52 Thạch Thị Thanh, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.6940142,17z?hl=vi&entry=ttu"
"ChIJv1kJWTUvdTERnoSmxaedWv8","Phòng Vé Vietnam Airlines","Đại lý vé máy bay",,,,,,,,,,"Đại lý vé máy bay","15Bis Đ. Đinh Tiên Hoàng, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJl7C0JssodTERTeorMNGQnKA","Bánh mì Bảy Hổ","Cửa hàng sandwich",,,,,,,,,,"Cửa hàng sandwich","19, Huỳnh Khương Ninh/148 Đ. Nguyễn Văn Thủ, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.6940142,17z?hl=vi&entry=ttu"
"ChIJZ2tBlrwpdTEROOsFbhwbB7I","Bún Quậy KIẾN - XÂY Sai Gon","Nhà hàng",,,,,,,,,,"Nhà hàng","12 Đ. Nguyễn Thị Minh Khai, Đa Kao, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJOZyKO0svdTERR2MoCKMO5As","Mayu Japanese Esthetic Spa District 1","Spa mặt","Cửa hàng mỹ phẩm","Dịch vụ tẩy lông",,,,,,,,"Spa mặt","25/4 Nguyễn Bỉnh Khiêm, Phường Bến Nghé, Quận 1, Ho Chi Minh City, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJhZ0QLGIpdTERbfdhlascdrM","M Village Đinh Công Tráng","Khách sạn",,,,,,,,,,"Khách sạn","22-24 Đinh Công Tráng, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh 70000, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.6940142,17z?hl=vi&entry=ttu"
"ChIJRyEowEovdTERz3vrBTr-IF4","Trung tâm Thể dục Thể thao Hoa Lư","Tổ hợp thể thao","Sân vận động",,,,,,,,,"Tổ hợp thể thao","2 Đ. Đinh Tiên Hoàng, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJuyX83YMpdTERZmhYSqB8Jjo","YeBee cafe & tea","Quán cà phê",,,,,,,,,,"Quán cà phê","2D Nguyễn Thành Ý, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.6940142,17z?hl=vi&entry=ttu"
"ChIJe7oFvPUvdTERIShe0Fou0lg","Vườn bướm","Sở thú",,,,,,,,,,"Sở thú","2 Nguyễn Bỉnh Khiêm, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJx7wwM0svdTERjuH2a9dkuU0","Thảo Cầm Viên Sài Gòn","Vườn bách thú","Điểm thu hút khách du lịch",,,,,,,,,"Vườn bách thú","2 Nguyễn Bỉnh Khiêm, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJN9iV6vAvdTERmI-RlR3s0ME","LIM Tower 3","Văn phòng công ty",,,,,,,,,,"Văn phòng công ty","29A Nguyễn Đình Chiểu, Đa Kao, Quận 1, Thành phố Hồ Chí Minh 70000, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJ____sjQvdTERgQu-qOd7km8","Trung tâm Viễn thông Quốc Tế KV2","Viễn thông",,,,,,,,,,"Viễn thông","QMQV+PX2, Đ. Phan Liêm, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.6940142,17z?hl=vi&entry=ttu"
"ChIJkWxODUsvdTERpBcf9LcUxG8","Bảo tàng Chiến dịch Hồ Chí Minh","Bảo tàng chiến tranh","Điểm thu hút khách du lịch",,,,,,,,,"Bảo tàng chiến tranh","Số 2 Đ. Lê Duẩn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJSQfS3hG_J6URA_-hHFeXfBw","Showroom Maserati Việt Nam","Phòng trưng bày",,,,,,,,,,"Phòng trưng bày","1 Đ. Lê Duẩn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJfVkif0svdTERE4er6tVNLvc","Trường THCS Võ Trường Toản","Trường THCS",,,,,,,,,,"Trường THCS","11 Nguyễn Bỉnh Khiêm, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJt6SymKAvdTERnhdKSttYhhE","Reading Cabin","Cửa hàng văn phòng phẩm","Quầy cà phê",,,,,,,,,"Cửa hàng văn phòng phẩm","Hẻm 18A/33, Đ. Nguyễn Thị Minh Khai, Đa Kao, Quận 1, Thành phố Hồ Chí Minh 71000, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJPc2eOjUvdTERuomMddcaIIY","Belgo","Nhà hàng quán rượu dành cho người sành ăn","Cửa hàng bia",,,,,,,,,"Nhà hàng quán rượu dành cho người sành ăn","159A Đ. Nguyễn Văn Thủ, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.6940142,17z?hl=vi&entry=ttu"
"ChIJBYpoTY0vdTER91gWYG5BXdE","Nhà Của Mèo","Quán cà phê",,,,,,,,,,"Quán cà phê","11 bis 05, Nguyễn Bỉnh Khiêm, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJXZdimTUvdTERrs5KIpDMnf0","Hoa Viên Craft Brewery","Quán bia","Khu vực phục vụ bia","Nhà máy bia","Nhà hàng Séc","Nhà hàng",,,,,,"Quán bia","Hẻm 18 Bis/30A1, Đ. Nguyễn Thị Minh Khai, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJB04oOhQvdTER2R9hhkbfol0","Galerie Quynh","Phòng trưng bày nghệ thuật","Cửa hàng",,,,,,,,,"Phòng trưng bày nghệ thuật","118 Đ. Nguyễn Văn Thủ, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.6940142,17z?hl=vi&entry=ttu"
"ChIJF3UZqksvdTERfG-iJoXacog","Trường Đại học Khoa học Xã hội và Nhân văn, Đại học Quốc gia TP.HCM (Cơ sở Quận 1)","Đại học công lập","Trường đại học",,,,,,,,,"Đại học công lập","10-12 Đ. Đinh Tiên Hoàng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJUwptZkovdTERb8uK4hxQ2jY","Quán NEM vuông cua biển","Nhà hàng Việt Nam",,,,,,,,,,"Nhà hàng Việt Nam","15E Đ. Nguyễn Thị Minh Khai, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJOZr9LGAvdTER_qU2kONnPiI","Karaoke iCool 90 Mạc Đỉnh Chi","Quán bar karaoke",,,,,,,,,,"Quán bar karaoke","90 Đ. Mạc Đĩnh Chi, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.6940142,17z?hl=vi&entry=ttu"
"ChIJjauGHZEvdTERe_2AKCiaaYg","Phường Cà Phê - Minh Khai","Quán cà phê",,,,,,,,,,"Quán cà phê","18 Bis/16 Đ. Nguyễn Thị Minh Khai, Đa Kao, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJweBr2MovdTERYW_FRb7ZZGo","Công viên Lê Văn Tám","Công viên",,,,,,,,,,"Công viên","QMQV+6GM, Đ. Võ Thị Sáu, Đa Kao, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.6940142,17z?hl=vi&entry=ttu"
"ChIJV3J4VpsvdTERIKXZgmQpxdU","AN's spa-Massage trị liệu-Acupressure massage","Spa mặt","Bác sĩ trị liệu xoa bóp",,,,,,,,,"Spa mặt","Hẻm 18Bis/13 Đ. Nguyễn Thị Minh Khai, Đa Kao, Quận 1, Thành phố Hồ Chí Minh 70000, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJ1cVVwDQvdTERs2E_Iu8cSQ0","Manmaru 1 Japanese Restaurant","Nhà hàng Izakaya",,,,,,,,,,"Nhà hàng Izakaya","71 Mạc Đĩnh Chi Quận 1, Dakao Ward, 70000, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.6940142,17z?hl=vi&entry=ttu"
"ChIJsYYT5vMvdTERV0uuHL0dNnI","Trường Cán Bộ Quản Lý Giáo Dục Thành Phố Hồ Chí Minh","Trung tâm giáo dục",,,,,,,,,,"Trung tâm giáo dục","7-9 Nguyễn Bỉnh Khiêm, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJLcxgnykvdTERu2hqJaLFpks","Trường THPT Trưng Vương","Trường cấp ba",,,,,,,,,,"Trường cấp ba","3a Nguyễn Bỉnh Khiêm, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJ4SqYUkovdTERRFNf9hVW4JI","Khoa Dược - Đại học Y Dược TP.HCM","Khoa học thuật","Đại học công lập","Trường đại học",,,,,,,,"Khoa học thuật","43 Đ. Đinh Tiên Hoàng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJ_8Rc7zQvdTERJzBFNJQudBU","Tòa Nhà Sự Kiện Gala Royale","Địa điểm tổ chức lễ cưới",,,,,,,,,,"Địa điểm tổ chức lễ cưới","63 Đ. Mạc Đĩnh Chi, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.6940142,17z?hl=vi&entry=ttu"
"ChIJ1wlDRkwvdTERjqYD1wG-hJQ","Bảo tàng Địa chất Việt Nam","Bảo tàng","Điểm thu hút khách du lịch",,,,,,,,,"Bảo tàng","2 Nguyễn Bỉnh Khiêm, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJ23XgedkvdTERH7c3F7D-CYU","Trung tâm Mục vụ Tổng Giáo phận Sài Gòn","Điểm đến tôn giáo",,,,,,,,,,"Điểm đến tôn giáo","6bis Đ. Tôn Đức Thắng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJ8cnTT0ovdTEREBWnpxLrZTA","Japan Eats","Nhà hàng Nhật Bản",,,,,,,,,,"Nhà hàng Nhật Bản","5/70 Nguyễn Trung Ngạn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJQ0Zy9zUvdTERaUE5IiFhr-k","Phúc Long Tea & Coffee - 21-23 Nguyễn Thị Minh Khai","Quán cà phê",,,,,,,,,,"Quán cà phê","Somerset Chancellor Court Ho Chi Minh City, L1-01 Somerset Chancellor Court, 21-23 Đ. Nguyễn Thị Minh Khai, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJzeTMBYEvdTERr-4rEzDAbx8","The Gangs Đa Kao","Nhà hàng món nướng","Nhà hàng",,,,,,,,,"Nhà hàng món nướng","32 Đ. Mạc Đĩnh Chi, Đa Kao, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.6940142,17z?hl=vi&entry=ttu"
"ChIJIR-tyEsvdTERbKzPARi0MRw","Saigon Trade Center","Trung tâm thương mại",,,,,,,,,,"Trung tâm thương mại","37 Đ. Tôn Đức Thắng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 70000, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJE569cDQvdTERS1BrwSFGha4","NOIR . Dining in the Dark Saigon","Nhà hàng","Nhà hàng lai Á","Quán cà phê","Nhà hàng Châu Âu","Nhà hàng hỗn hợp","Nhà hàng Việt Nam",,,,,"Nhà hàng","180D Hai Bà Trưng, Street, Quận 1, Thành phố Hồ Chí Minh 710000, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.6940142,17z?hl=vi&entry=ttu"
"ChIJPcdyA0ovdTERURWaNNPN8Zg","Mường Thanh Sài Gòn Centre Hotel","Khách sạn",,,,,,,,,,"Khách sạn","8A Đ. Mạc Đĩnh Chi, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJpV-7MUovdTERS3tmu3Rt9kw","Khách sạn Sofitel Sài Gòn","Khách sạn",,,,,,,,,,"Khách sạn","17 Đ. Lê Duẩn, Bến Nghé, Ward, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJjQfUymkvdTERd2ucqjvtfNc","DCINE Bến Thành","Rạp chiếu phim",,,,,,,,,,"Rạp chiếu phim","6 Đ. Mạc Đĩnh Chi, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJhwED20svdTERefttthrMj3Y","7-Eleven Saigon Trade Center","Cửa hàng tiện lợi",,,,,,,,,,"Cửa hàng tiện lợi","37 Đ. Tôn Đức Thắng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJswxIsBkvdTERPf6xH3qH0Do","Highlands Coffee Lê Duẩn","Quán cà phê",,,,,,,,,,"Quán cà phê","2B Đ. Lê Duẩn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJ6XuBLMkvdTERB00X2LlvhCM","M Village Nguyễn Văn Thủ","Khách sạn lưu trú dài hạn",,,,,,,,,,"Khách sạn lưu trú dài hạn","217 Đ. Nguyễn Văn Thủ, Đa Kao, Quận 1, Thành phố Hồ Chí Minh 70000, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.6940142,17z?hl=vi&entry=ttu"
"ChIJEbZf-0kvdTERLrTfXHoxSs8","Tổng Lãnh sự quán Hoa Kỳ","Tòa lãnh sự nước ngoài",,,,,,,,,,"Tòa lãnh sự nước ngoài","4 Đ. Lê Duẩn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJQRAeWEkvdTERBQazF04RBRk","Đại học Sài Gòn - Cơ sở 2","Trường đại học",,,,,,,,,,"Trường đại học","4 Đ. Tôn Đức Thắng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJNx14ajYvdTERuM73DGVGUx8","Cinestar Hai Bà Trưng","Rạp chiếu phim",,,,,,,,,,"Rạp chiếu phim","135 Hai Bà Trưng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 70000, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.7026056,17z?hl=vi&entry=ttu"
"ChIJ_zScB0YvdTER1L0dTXCO3hg","Warning Zone 33","Nhà hàng",,,,,,,,,,"Nhà hàng","33 Nguyễn Đình Chiểu, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.6940142,17z?hl=vi&entry=ttu"
"ChIJaSg6XvovdTERiFDNc7MpuNo","The Gangs Central","Nhà hàng",,,,,,,,,,"Nhà hàng","87 Đ. Nguyễn Huệ, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJw1aMpUYvdTER6z7MWCV8XAA","Tandoor Indian Restaurant","Nhà hàng Ấn Độ",,,,,,,,,,"Nhà hàng Ấn Độ","39 Ngô Đức Kế, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJc7-w6j0vdTERKOCxHB0DqUE","Naked Sushi Phùng Khắc Khoan","Nhà hàng Nhật Bản",,,,,,,,,,"Nhà hàng Nhật Bản","22 Đ. Phùng Khắc Khoan, P, Q.01, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.6940142,17z?hl=vi&entry=ttu"
"ChIJ8Rh6REcvdTERZJ3tNp2ci3s","Takashimaya","Trung tâm mua sắm","Cửa hàng bách hóa",,,,,,,,,"Trung tâm mua sắm","92-94 Đ. Nam Kỳ Khởi Nghĩa, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJ__-vy0YvdTERfJrGj3Om7bs","Saigon Prince Hotel (Formerly Duxton Hotel Saigon)","Khách sạn","Sân gôn","Nhà hàng",,,,,,,,"Khách sạn","63 Đ. Nguyễn Huệ, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJU4Nmq0AvdTERUijlxbVwFQQ","Sài Gòn Square","Trung tâm bán lẻ trực tiếp",,,,,,,,,,"Trung tâm bán lẻ trực tiếp","77-89 Đ. Nam Kỳ Khởi Nghĩa, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJVwmHsyEvdTERjHO5ZyppSas","M Village Tôn Thất Đạm","Khách sạn",,,,,,,,,,"Khách sạn","131 Tôn Thất Đạm, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJJ98oWj8vdTERXw4faCUBm84","Bệnh viện Đa khoa Sài Gòn",,,,,,,,,,,,"125 Đ. Lê Lai, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJWZ60o0AvdTER2wKmg-QUvaE","Trường Cao đẳng Kỹ thuật Cao Thắng","Trường cao đẳng nghề","Trường đại học",,,,,,,,,"Trường cao đẳng nghề","65 Đ. Huỳnh Thúc Kháng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJ6-qHzzovdTERKuM7X5ehack","Bitexco Financial Tower","Văn phòng công ty","Trung tâm thương mại",,,,,,,,,"Văn phòng công ty","2 Đ. Hải Triều, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJJ8zr1DUvdTERSptTVtK3FNg","Cửa hàng Xăng dầu Petrolimex Số 01","Trạm xăng",,,,,,,,,,"Trạm xăng","Trần Cao Vân, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7877186,106.6940142,17z?hl=vi&entry=ttu"
"ChIJE0g4nCEvdTERcN_EoOHlYTA","Trạm xe đạp công cộng TNGO Công ty Cổ phần Vận tải Đường sắt Sài Gòn","Dịch vụ thuê xe đạp","Bãi đỗ xe đạp",,,,,,,,,"Dịch vụ thuê xe đạp","136 Hàm Nghi, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJSfpg4EMvdTER0R8tcNfPtOM","Cục Hải quan TP. Hồ Chí Minh","Văn phòng hải quan","Văn phòng chính quyền địa phương",,,,,,,,,"Văn phòng hải quan","2 Hàm Nghi, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
"ChIJtY00a0EvdTERjjc-PoasofA","Bánh Mì Như Lan","Tiệm bánh",,,,,,,,,,"Tiệm bánh","68 Hàm Nghi, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Việt Nam","false","https://www.google.com/maps/@10.7708375,106.7026056,17z?hl=vi&entry=ttu"
